Fecha,Medio,Título,Resumen
2025-05-20,107.9 Horizonte,"Teaser, SPR Informa","- """"Ataque a colaboradores de Clara Brugada en CDMX"""": Un ataque en la colonia Moderna de la alcaldía Benito Juárez resultó en la muerte de dos colaboradores cercanos de la jefa de gobierno de la Ciudad de México, Clara Brugada: Ximena Guzmán, secretaria particular, y José Muñoz, asesor. Las autoridades de la Ciudad de México y el gobierno federal, liderados por la presidenta Claudia Sheinbaum, han iniciado investigaciones para esclarecer el caso y garantizar que no haya impunidad.
 
 - """"Accidente del Buque Escuela Cuauhtémoc"""": El Buque Escuela Cuauhtémoc colisionó con el puente de Brooklyn el 17 de mayo, resultando en la muerte de dos cadetes, América Yamilet Sánchez y Adal Yair Marcos. La presidenta Claudia Sheinbaum rindió homenaje a los cadetes y se investiga la actuación del piloto de puerto de Nueva York, responsable del buque en el momento del accidente.
 
 - """"Relaciones diplomáticas México-EE.UU."""": La presidenta Claudia Sheinbaum entregó cartas credenciales al embajador de EE.UU. en México, Ronald Johnson, fortaleciendo la relación bilateral. Discutieron temas de seguridad, comercio y migración. También se abordó la propuesta de impuesto a las remesas, con el embajador mostrando disposición para facilitar el diálogo entre los gobiernos.
 
 - """"Invitación al Papa León XIV"""": La secretaria de Gobernación, Rosa Icela Rodríguez, entregó una invitación de la presidenta Claudia Sheinbaum al Papa León XIV para visitar México, con el objetivo de fortalecer lazos con el Vaticano.
 
 - """"Avances en seguridad nacional"""": El secretario de Seguridad, Omar García Harfuch, presentó avances de la Estrategia Nacional de Seguridad, destacando la detención de 21,411 personas por delitos de alto impacto y el aseguramiento de armas y drogas. Se resaltaron operativos en Michoacán, Guerrero, Guanajuato y Jalisco, logrando detenciones clave contra cárteles del narcotráfico."
2025-05-20,Página 12 ARG (Sitio),Asesinan a dos funcionarios de la jefa de gobierno de Ciudad de México,"La secretaria particular y un asesor de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fueron asesinados a balazos este martes en la capital mexicana, informó la presidenta, Claudia Sheinbaum, quien afirmó que apoyará todas las investigaciones que se están realizando para esclarecer los hechos y detener a los culpables."
2025-05-20,Noticias IMER (Sitio),El ataque contra dos colaboradores de Brugada: esto es lo que sabemos,"Tras el ataque de dos colaboradores de Brugada la Fiscalía y la SSC de la CDMX conducen investigaciones, asimismo, diversos funcionarios se pronunciaron al respecto, esto es lo que sabemos."
2025-05-20,Los Noticieristas SIN (sitio),¿Quiénes eran Ximena Guzmán y José Muñoz? Los funcionarios asesinados en Tlalpan,El asesinato de Ximena Guzmán Cuevas y José Muñoz Vega ha sacudido el ámbito político y social de la Ciudad de México.
2025-05-20,Publimetro (sitio),"¿Quién fue Ximena Guzmán, la secretaria particular de Clara Brugada asesinada en CDMX?","Inició su carrera en el servicio público entre 2008 y 2010 en la entonces delegación Iztapalapa, donde fue coordinadora de Desarrollo Educativo"
2025-05-20,Forbes MX (sitio),"Perfiles: Ximena Guzmán y José Muñoz, los colaboradores de Brugada asesinados","Ximena Guzmán, la secretaria particular de la Jefa de Gobierno, y José Muñoz, un asesor de la administración capitalina, fueron asesinados la mañana de este martes en la Calzada de Tlalpan, cerca de la estación Xola del Metro."
2025-05-20,El Gráfico (Sitio),¿Quiénes era los colaboradores de Clara Brugada asesinados en Calzada de Tlalpan?,"Hombres armados han asesinado la mañana de este martes a Ximena Guzmán, secretaria particular de la jefa de Gobierno de Ciudad de México, Clara Brugada y a José Muñoz, asesor del Gobierno local, que iba con Guzmán. Brugada ha informado del asunto en una tarjeta informativa que ha compartido en su cuenta de X."
2025-05-20,JLA Noticias CDMX (Sitio),Asesinan a dos funcionarios de la jefa de gobierno de Ciudad de México,"La secretaria particular y un asesor de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fueron asesinados a balazos este martes en la capital mexicana, informó la presidenta, Claudia Sheinbaum, quien afirmó que apoyará todas las investigaciones que se están realizando para esclarecer los hechos y detener a los culpables."
2025-05-20,De reporteros CDMX (Sitio),Olas de calor en CDMX: un fenómeno cada vez más extremo,* Reforestar y recuperar espacios verdes son claves para mitigar el impacto
2025-05-20,Versiones VER (Sitio),"En ataque armado, matan a secretaria particular y a asesor de la jefa de gobierno de la CDMX","CIUDAD DE MÉXICO, 20MAYO2025.- Ximena Guzmán, secretaria particular de la jefa de Gobierno Clara Brugada, y su asesor José Muñoz fueron asesinados a balazos sobre Avenida Tlalpan al cruce con Eje 4 Xola, alcaldía Benito Juárez. Los atacantes huyeron abordo de una motocicleta."
2025-05-20,NVI Noticias OAX (Sitio),¿Quiénes son Ximena Guzmán y José Muñoz? Esto se sabe de los funcionarios asesinados en CDMX,"Durante la conferencia matutina del martes 20 de mayo de 2025, la presidenta Claudia Sheinbaum Pardo anunció el asesinato de Ximena Guzmán, secretaria particular de la jefa de Gobierno de la Ciudad de México, y José Muñoz, asesor del equipo de Clara Brugada. Este inesperado suceso representa un duro golpe para el gobierno de la Cuarta Transformación."
2025-05-20,Milenio (sitio),Pase automático UAM: ¿Cómo hacer el registro para participar? | Paso a paso,"La prestigiosa Universidad Autónoma Metropolitana (UAM) dio a conocer cómo funciona el Pase automático a la universidad, un nuevo esquema de ingreso que permitirá a más de mil estudiantes del Colegio de Bachilleres ser parte de sus planteles. Aquí en MILENIO te recordamos cuál es la fecha del registro para participar."
2025-05-20,Zócalo COAH (sitio),"¿Quién era Ximena Guzmán, secretaria particular de Brugada asesinada en CDMX?","Ciudad de México.- Esta mañana se informó sobre el asesinato de la secretaria particular de la Jefa de Gobierno de la CDMX, Clara Brugada, se trata Ximena Guzmán Cuevas, en un ataque directo sobre la Calzada de Tlalpan, en la alcaldía Benito Juárez, hecho donde también murió el asesor José Muñoz."
2025-05-20,Contramuro MICH (sitio),"¿Quién fue Ximena Guzmán, secretaria de Brugada?","Ximena Guzmán, secretaria de Clara Brugada, fue asesinada en Ciudad de México junto a José Muñoz. Conoce su trayectoria y aportaciones."
2025-05-20,Proceso (sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas y José Muñoz Vega trabajaron de la mano de Clara Brugada cuando todavía era alcaldesa de Iztapalapa, y ya como jefa de gobierno se desempeñaron como secretaria particular y asesor de seguridad metropolitana, respectivamente, hasta que la mañana de este 20 de mayo fueron asesinados en un ataque directo sobre la Calzada de Tlalpan."
2025-05-20,Diario Cambio 22 QROO (sitio),Ellos Eran los Colaboradores Asesinados de Clara Brugada,Sandy González/Cambio 22
2025-05-20,Quadratín México (sitio),"Ellos eran Ximena y José, colaboradores de Brugada asesinados","CIUDAD DE MÉXICO, 20 de mayo de 2025.- La mañana de este martes, se reportó el asesinato de José Muñoz Vega, asesor cercano de la Jefa de Gobierno de la Ciudad de México, Clara Brugada."
2025-05-20,Pasantes DF CDMX (Sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas y José Muñoz Vega trabajaron de la mano de Clara Brugada cuando todavía era alcaldesa de Iztapalapa, y ya como jefa de gobierno se desempeñaron como secretaria particular y asesor de seguridad metropolitana, respectivamente, hasta que la mañana de este 20 de mayo fueron asesinados en un ataque directo sobre la Calzada de Tlalpan."
2025-05-20,Canal 40 Adn,"Ximena Guzmán Cuevas fue la secretaria particular de Clara Brugada, jefa de Gobierno de la CDMX. José Muñoz Vega era asesor político de Brugada.","Ximena Josefina Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, es licenciada en sociología por la UAM (2016) y posee una maestría en Francia (2010). 
 
 Ha ocupado diversos cargos en la administración pública capitalina, incluyendo coordinadora de Desarrollo Educativo en Iztapalapa y subdirectora de giras y reuniones de trabajo. 
 
 Por otro lado, José Muñoz Vega, asesor político del gabinete de Brugada, es licenciado en Ciencia Política de Administración Pública y cuenta con 30 años de experiencia en el servicio público, enfocado en desarrollo social, legislativo y gestión metropolitana. 
 
 Ha sido asesor en la Mesa Directiva de la Cámara de Diputados y en la Asamblea Constituyente de la Ciudad de México."
2025-05-20,La Paradoja CHIH (sitio),"¿Quién era Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, que fue asesinada en la alcaldía Benito Juárez?","México.- La mañana de este 20 de mayo, autoridades de la Ciudad de México informaron que Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno, Clara Brugada, perdió la vida durante una agresión directa en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Periodistas Unidos MX (sitio),"Ximena Guzmán Cuevas, con compromiso con el servicio público","AMEXI. Ciudad de México. 20 de mayo de 2025.- Ximena Josefina Guzmán Cuevas, quien nació el 2 de agosto de 1982, fue una socióloga con un fuerte compromiso con en el servicio público, especialmente en la Ciudad de México."
2025-05-20,El Informador JAL (sitio),Esta fue la última publicación de la secretaria particular de Brugada,"Ximena Guzmán y José Muñoz, funcionarios del Gobierno de la Ciudad de México, fueron asesinados la mañana de este martes en un ataque directo"
2025-05-20,Sociedad Noticias CDMX (sitio),"Asesinan a Ximena Guzmán en Tlapan, secretaria de Clara Brugada",La servidora pública murió en un ataque directo; autoridades prometieron justicia y apoyo a familiares.
2025-05-20,Tribuna Noticias PUE (Sitio),"¿Quién era Ximena Guzmán, secretaria particular de Clara Brugada?","La mañana del 20 de mayo, Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fue asesinada junto a José Muñoz, asesor del mismo equipo, en un ataque armado perpetrado sobre Calzada de Tlalpan, a la altura del Metro Chabacano. Testigos señalaron que los agresores fueron dos sujetos a bordo de una motocicleta."
2025-05-20,Sopitas (sitio),"¿Quiénes eran la secretaria particular de Clara Brugada, Ximena Guzmán y el asesor José Muñoz?","Ximena Guzmán, secretaria particular de la jefa de gobierno de la CDMX fue asesinada este 20 de mayo de 2025."
2025-05-20,Códice Informativo QRO (Sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz? Dos figuras clave en el equipo de Clara Brugada, asesinados en un ataque que sacudió a Morena","En lo que ya es considerado un crimen de alto impacto político, fueron asesinados la mañana de este martes 20 de mayo Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, y José Muñoz Vega, asesor en materia de seguridad del mismo equipo. El ataque directo, cometido por sujetos armados a bordo de una motocicleta, ha generado indignación entre las filas de Morena y ha movilizado a las más altas autoridades del país."
2025-05-20,Golpe Político VER (Sitio),"¿Quién era Ximena Guzmán, la secretaria de Clara Brugada y el asesor José Muñoz, asesinados en Calzada de Tlalpan?","* La jefa de Gobierno de la Ciudad de México, Clara Brugada, condenó el ataque y aseguró que habrá impunidad y los responsables serán detenidos"
2025-05-20,Qué pasa en Mazatlán SIN (sitio),"Ximena Guzmán y José Muñoz, funcionarios de la CDMX asesinados en Tlalpan ¿Quiénes eran?",Redacción
2025-05-20,Canal 11 Once,"Ximena Guzmán y José Muñoz, quienes perdieron la vida esta mañana, fueron colaboradores cercanos de Clara Brugada.","Jimena Josefina Guzmán Cuevas, socióloga del deporte y particular de la jefa de gobierno Clara Brugada, y José Muñoz Vega, asesor de Brugada, perdieron la vida esta mañana. 
 
 Guzmán, nacida el 2 de agosto de 1982, fue licenciada en sociología por la UAM y obtuvo una maestría en sociología en París. Desempeñó diversos roles en la administración pública de la Ciudad de México, destacándose por su atención directa con la ciudadanía. 
 
 Muñoz, de 40 años, estudió Ciencia Política y Administración Pública, comenzando su carrera en instituciones públicas hace 35 años. Fue asesor en la Cámara de Diputados y en la Asamblea Legislativa del Distrito Federal, entre otros cargos. La jefa de gobierno lo recordó como una persona inteligente y responsable."
2025-05-20,Intolerancia PUE (sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz, funcionarios asesinados en CDMX?","La jefa de Gobierno de la Ciudad de México, Clara Brugada, confirmó el asesinato de su secretaria particular, Ximena Josefina Guzmán Cuevas, y de su asesor, José Muñoz Vega, quienes fueron víctimas de una agresión directa ocurrida en la Calzada de Tlalpan y la calle Napoleón, en la alcaldía Benito Juárez."
2025-05-20,Códice Informativo QRO (Sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz? Dos figuras clave en el equipo de Clara Brugada, asesinados en un ataque que sacudió a Morena","En lo que ya es considerado un crimen de alto impacto político, fueron asesinados la mañana de este martes 20 de mayo Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, y José Muñoz Vega, asesor en materia de seguridad del mismo equipo. El ataque directo, cometido por sujetos armados a bordo de una motocicleta, ha generado indignación entre las filas de Morena y ha movilizado a las más altas autoridades del país."
2025-05-20,Repor TV EDO.MEX (Sitio),Asesinato de Ximena Guzmán y José Muñoz sacude el Gobierno de la CDMX,"Ciudad de México, 20 de Mayo de 2025. La mañana del martes, dos funcionarios cercanos a la jefatura de gobierno de la Capital del País, fueron ultimados. Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno, Clara Brugada, y José Muñoz, asesor en su equipo cercano, fueron asesinados en un ataque directo en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Revista Sin Recreo VER (sitio),"¿Quién era Ximena Guzmán, secretaria particular de Clara Brugada, asesinada en ataque directo?","¿Quién era Ximena Guzmán, secretaria particular de Clara Brugada, asesinada en ataque directo?"
2025-05-20,Palabra de Veracruzano VER (sitio),"Quiénes eran Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada, asesinados",Por Israel Olguín
2025-05-20,1500 Radio Fórmula,"Conmoción en la Ciudad de México por el asesinato de Ximena Guzmán y José Muñoz, colaboradores del gobierno capitalino","El asesinato de Ximena Guzmán, secretaria particular de la jefa de gobierno de la Ciudad de México, Clara Brugada, y de José Muñoz, asesor del gobierno capitalino, ha generado una profunda conmoción en la sociedad. 
 
 Ximena Guzmán, de 42 años, era socióloga de formación, con una licenciatura de la UAM y una maestría en sociología en Francia. Desempeñó diversos cargos en la administración pública, destacando su labor en la alcaldía Iztapalapa y la Secretaría de Gobierno de la Ciudad de México. 
 
 Por su parte, José Muñoz, politólogo de formación, tuvo una extensa carrera en la administración pública y fue asesor en instancias legislativas, incluyendo el Congreso de la Unión y la Asamblea Constituyente de la Ciudad de México. 
 
 Este trágico suceso no solo impacta la paz de la capital, sino que también envía un mensaje de intimidación a sus habitantes. La respuesta debe ser colectiva y solidaria, rechazando la violencia y exigiendo justicia. 
 
 Las autoridades, encabezadas por Pablo Vázquez de la Secretaría de Seguridad Ciudadana y el secretario de Seguridad federal, deben actuar con eficacia para esclarecer los hechos y restaurar la tranquilidad en la ciudad."
2025-05-20,104.1 Radio Fórmula,"Conmoción en la Ciudad de México por el asesinato de Ximena Guzmán y José Muñoz, colaboradores del gobierno capitalino","El asesinato de Ximena Guzmán, secretaria particular de la jefa de gobierno de la Ciudad de México, Clara Brugada, y de José Muñoz, asesor del gobierno capitalino, ha generado una profunda conmoción en la sociedad. 
 
 Ximena Guzmán, de 42 años, era socióloga de formación, con una licenciatura de la UAM y una maestría en sociología en Francia. Desempeñó diversos cargos en la administración pública, destacando su labor en la alcaldía Iztapalapa y la Secretaría de Gobierno de la Ciudad de México. 
 
 Por su parte, José Muñoz, politólogo de formación, tuvo una extensa carrera en la administración pública y fue asesor en instancias legislativas, incluyendo el Congreso de la Unión y la Asamblea Constituyente de la Ciudad de México. 
 
 Este trágico suceso no solo impacta la paz de la capital, sino que también envía un mensaje de intimidación a sus habitantes. La respuesta debe ser colectiva y solidaria, rechazando la violencia y exigiendo justicia. 
 
 Las autoridades, encabezadas por Pablo Vázquez de la Secretaría de Seguridad Ciudadana y el secretario de Seguridad federal, deben actuar con eficacia para esclarecer los hechos y restaurar la tranquilidad en la ciudad."
2025-05-20,Diario de México (sitio),"¿A qué se dedicaban Ximena Guzmán y José Muñoz, funcionario del GCDMX?","La capital mexicana se encuentra de luto tras el brutal asesinato de Ximena Josefina Guzmán Cuevas, secretaria particular de la Jefa de Gobierno Clara Brugada, y José Muñoz, su asesor. Ambos fueron atacados a balazos este martes en la colonia Moderna, en un suceso que ha conmocionado al ámbito político y social de la Ciudad de México. Las autoridades ya han iniciado las investigaciones correspondientes para esclarecer los hechos y dar con los responsables."
2025-05-20,Por Esto QROO (sitio),"Quiénes eran Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada, asesinados esta mañana","La mañana del martes 20 de mayo, la Ciudad de México amaneció con una noticia que ha sacudido al ámbito político capitalino. Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno, Clara Brugada Molina, y José Muñoz, asesor en su equipo cercano, fueron asesinados en un ataque directo en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Proyecto Puente SON (Sitio),"Ella era Ximena Guzmán, socióloga y secretaria particular de Clara Brugada asesinada en CDMX","Ciudad de México.- La jefa de Gobierno de la Ciudad de México, Clara Brugada, informó del fallecimiento de su secretaria particular Ximena Guzmán Cuevas, tras una presunta agresión directa ocurrida en calles del sur de la capital."
2025-05-20,Novedades de Tabasco TAB (sitio),"Ximena Guzmán y José Muñoz, asesinados en Calzada de Tlalpan, ¿quiénes eran?","Ximena Josefina Guzmán Cuevas era la secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, mientras que José Muñoz era asesor de la jefatura; ambos fueron atacados y perdieron la vida la mañana de este martes 20 de mayo."
2025-05-20,Radio Fórmula (sitio),Ximena Guzmán: ¿quién era la secretaria de Brugada asesinada en Tlalpan?,"Ximena Guzmán, secretaria particular de Clara Brugada -Jefa de Gobierno de la CDMX-, fue asesinada junto con el asesor José Muñoz, en la Calzada de Tlalpan, tras un ataque directo. Pero, ¿cuál fue la trayectoria de la funcionaria? Te contamos."
2025-05-20,Canal 8.1 Heraldo TV,"El presidente del Poder Judicial de la Ciudad de México, Rafael Guerra, lamentó la pérdida de Ximena Guzmán y José Muñoz, servidores públicos de la CDMX.","El presidente del Poder Judicial de la Ciudad de México, Rafael Guerra, expresó su pesar por la reciente pérdida de Ximena Guzmán y José Muñoz, dos servidores públicos de la capital mexicana. 
 
 Durante un acto en el antiguo Palacio del Ayuntamiento, acompañado por la jefa de Gobierno, Clara Brugada, Guerra hizo un llamado para que se detenga a los responsables de estos hechos. 
 
 Ximena Guzmán Cuevas, socióloga de formación, se desempeñaba como secretaria particular de la jefatura de Gobierno de la Ciudad de México. 
 
 Con una sólida trayectoria en la administración pública, había ocupado diversos cargos, incluyendo el de secretaria particular en la alcaldía Iztapalapa. 
 
 Por su parte, José Muñoz Vega, licenciado en Ciencia Política y Administración Pública, era coordinador de seguridad a nivel ejecutivo en la alcaldía Iztapalapa, con una amplia experiencia en asuntos legislativos y financieros. 
 
 Ambos fueron reconocidos por su compromiso y dedicación en el servicio público."
2025-05-20,Diario de Yucatán YUC (sitio),"¿Quién era Ximena Guzmán secretaria de Clara Brugada, asesinada en Tlalpan?","MÉXICO.- La jefa de Gobierno de Ciudad de México, Clara Brugada, confirmó la mañana de este martes 20 de mayo, la muerte de Ximena Guzmán y de José Muñoz, ambos funcionarios del Gobierno de la Ciudad de México. X"
2025-05-20,La Voz de Michoacán MICH (sitio),"Ella era Ximena Guzmán Cuevas: socióloga, servidora pública y secretaria particular de Clara Brugada",Redacción / La Voz de Michoacán
2025-05-20,El Dictamen (sitio),"¿Quién era Ximena Guzmán, secretaria de Clara Brugada asesinada?","¿Quién era Ximena Guzmán, secretaria de Clara Brugada asesinada?"
2025-05-20,Cuestión de Polémica EDO.MEX (Sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz, funcionarios asesinados en la CDMX?",Redacción/Cuestión de POLÉMICA
2025-05-20,Callejero PUE (Sitio),¿Quién era Ximena Cuevas? secretaria de Clara Brugada asesinada en Calzada de Tlalpan,"Redacción.- Durante la mañana de este martes 20 de mayo, la jefa de Gobierno de la Ciudad de México, Clara Brugada, informó a través de su cuenta de X (antes Twitter) el fallecimiento de Ximena Guzmán Cuevas, quien se desempeñaba como Secretaria Particular en la Jefatura de Gobierno."
2025-05-20,Capital de México (sitio),"Ximena Guzmán: socióloga, servidora pública y figura clave en el equipo de Clara Brugada","La noticia del asesinato de Ximena Guzmán Cuevas, secretaria particular de la Jefa de Gobierno Clara Brugada, ha conmocionado al círculo político capitalino. Más allá de su trágico fallecimiento, Guzmán fue una figura comprometida con el servicio público, con una trayectoria sólida en la administración de la Ciudad de México y una vida marcada por la pasión social y el pensamiento crítico."
2025-05-20,Al Calor Político VER (sitio),"Asesinan a secretaria particular y asesor de Clara Brugada, en la CDMX","Dos funcionarios del Gobierno de la Ciudad de México fueron asesinados la mañana de este lunes en un ataque directo ocurrido sobre Calzada de Tlalpan, a la altura de la estación Chabacano del Metro, en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Canal 8.1 Heraldo TV,El Gobierno de la Ciudad de México ofreció sus condolencias por el asesinato de Ximena Guzmán y José Muñoz.,"El Gobierno de la Ciudad de México, encabezado por la jefa de gobierno Clara Brugada, expresó sus condolencias por el asesinato de Ximena Guzmán Cuevas y José Muñoz, colaboradores cercanos de la mandataria. 
 
 El acto, realizado en el Antiguo Palacio del Ayuntamiento, contó con la presencia de los 16 alcaldes de la Ciudad de México, diputados de la tercera legislatura, la consejera Jurídica del gobierno federal Ernestina Godoy, y el presidente del Tribunal Superior de Justicia en la capital, Rafael Guerra Álvarez. 
 
 Brugada, visiblemente afectada, solicitó a las autoridades garantizar la seguridad y la procuración de justicia, extendiendo su solidaridad a las familias de las víctimas. 
 
 Ximena Guzmán, egresada de la Universidad Autónoma Metropolitana, había colaborado con Brugada durante más de una década, mientras que José Muñoz era su asesor y secretario particular. 
 
 La Universidad Autónoma Metropolitana también emitió un pronunciamiento en honor a Guzmán. 
 
 Funcionarios del gabinete, incluidos el secretario de Seguridad Ciudadana Pablo Vázquez Camacho y la fiscal capitalina Bertha Alcalde, se comprometieron a seguir trabajando por la seguridad y la paz en la capital."
2025-05-20,CCO Noticias (sitio),Asesinan a secretaria particular de Brugada y a asesor,"La mañana de este martes 20 de mayo, un ataque armado en la Calzada de Tlalpan, a la altura de la colonia La Moderna, cobró la vida de dos funcionarios públicos de la Ciudad de México. El atentado ocurrió cerca de la estación del Metro Xola, donde más de diez disparos fueron registrados en la zona."
2025-05-20,Pasantes DF CDMX (Sitio),"¿Quién era Ximena Guzmán, la secretaria de Clara Brugada y el asesor José Muñoz, asesinados en Calzada de Tlalpan?","Ximena Josefina Guzmán Cuevas era la secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, mientras que José Muñoz era asesor de la jefatura; ambos fueron atacados y perdieron la vida la mañana de este martes 20 de mayo."
2025-05-20,Canal 8.1 Heraldo TV,Asesinan a dos colaboradores de Clara Brugada en la CDMX.,"Esta mañana, dos colaboradores de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fueron asesinados cerca de la Estación del Metro Xola. 
 
 Las víctimas, Ximena Guzmán y José Muñoz, secretaria particular y asesor de Brugada, respectivamente, fueron atacados en la calzada de Tlalpan y la calle Napoleón, en la colonia Moderna de la alcaldía Benito Juárez. 
 
 El secretario de Seguridad y Protección Ciudadana, Omar García Harfuch, informó a la presidenta de México, Claudia Sheinbaum, sobre el incidente, quien lo confirmó en su conferencia matutina. 
 
 La Secretaría de Seguridad Ciudadana y la Fiscalía General de Justicia de la Ciudad de México están investigando el crimen con apoyo federal, analizando cámaras de videovigilancia para identificar a los agresores, quienes se desplazaban en motocicleta. 
 
 El gobierno de la Ciudad de México ha expresado sus condolencias a las familias de las víctimas y ha prometido que no habrá impunidad. 
 
 Políticos de diversos sectores, incluyendo a la secretaria de Gobernación, Rosa Icela Rodríguez, y alcaldes de la capital, han expresado su solidaridad. 
 
 García Harfuch también se pronunció en redes sociales, prometiendo colaboración en las investigaciones. 
 
 La jefa de Gobierno, Clara Brugada, rindió homenaje a sus colaboradores en el antiguo Palacio del Ayuntamiento, acompañado por alcaldes y funcionarios locales. 
 
 La Universidad Autónoma Metropolitana, de la cual Guzmán es egresada, también ha expresado sus condolencias. 
 
 Las autoridades continúan trabajando para garantizar la seguridad y la justicia en la capital del país."
2025-05-20,Imagen del Golfo VER (sitio),¿Quiénes eran los funcionarios del GCDMX asesinados este martes?,"La jefa de Gobierno, Clara Brugada, confirmó la mañana de este martes 20 de mayo, la muerte de Ximena Guzmán y de José Muñoz, ambos funcionarios del Gobierno de la Ciudad de México."
2025-05-20,ContraRéplica CDMX (Sitio),¿Quién era Ximena Guzmán Cuevas? secretaria de Clara Brugada asesinada en CDMX,"Ximena Guzmán, secretario particular de Clara Brugada asesinada esta mañana, tenía una destacada trayectoria en el servicio público."
2025-05-20,Superchannel 12 XHPNW COAH (Sitio),"¿Quién era Ximena Guzmán, secretaria particular de Brugada asesinada en CDMX?","Ciudad de México; 20 de mayo.- Esta mañana se informó sobre el asesinato de la secretaria particular de la Jefa de Gobierno de la CDMX, Clara Brugada, se trata Ximena Guzmán Cuevas, en un ataque directo sobre la Calzada de Tlalpan, en la alcaldía Benito Juárez, hecho donde también murió el asesor José Muñoz."
2025-05-20,La Silla Rota (sitio),Ximena Guzmán ¿quién era la secretaria particular de Clara Brugada?,"Ximena Guzmán se desempeñaba como secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada. Fue asesinada este 20 de mayo en un ataque directo, al igual que José Muñoz. asesor de la mandataria capitalina."
2025-05-20,La Silla Rota (sitio),Desafía el crimen a gobierno de Brugada; indignación por atentado,"Ximena Guzmán, secretaria particular de la jefa de Gobierno, Clara Brugada, fue ejecutada esta mañana, sobre Calzada de Tlalpan y la calle Napoleón, a la altura del Metro Xola, en la alcaldía Benito Juárez."
2025-05-20,El Heraldo Estado de México (sitio),"Conmoción en la CDMX: Matan a tiros a Ximena Guzmán, secretaria particular de Jefa de Gobierno Clara Brugada hoy 20 de mayo","La mañana de este martes 20 de junio del 2025, Ximena Guzmán, secretaria particular, y José Muñoz, asesor de la Jefa de Gobierno Clara Brugada fueron asesinados en un ataque directo abordo de un vehículo cuando circulaban sobre la Calzada de Tlalpan, en la Ciudad de México."
2025-05-20,Luz Noticias SIN (sitio),Momento exacto donde le avisan Sheinbaum sobre el asesinato de la secretaria de Clara Brugada | VIDEO,"La mañana de este martes la jefa de Gobierno de la Ciudad de México, Clara Brugada, confirmó el asesinato de su secretaria particular, Ximena Guzmán, y su asesor, José Muñoz, en un ataque directo ocurrido en la Calzada de Tlalpan, cerca del Metro Xola, en la colonia Moderna de la alcaldía Benito Juárez."
2025-05-20,Ahora Tabasco TAB (sitio),"¿Quién fue Ximena Guzmán?, secretaria de Clara Brugada asesinada","La mañana del martes 20 de mayo de 2025, la Ciudad de México registró un hecho violento que conmocionó al entorno político local. Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno, Clara Brugada, fue asesinada junto a su compañero de trabajo, José Muñoz, asesor del mismo equipo, en un ataque directo ocurrido en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Voces y Jarillas EDO.MEX (Sitio),"Asesinan colaboradores cercanos de Clara Brugada en ataque directo en Av. Tlalpan, CDMX","Luego de confirmar el hecho, durante su conferencia de prensa matutina, la presidenta Claudia Sheinbaum Pardo leyó íntegramente la tarjeta difundida por Clara Brugada y al final comentó que le daban su apoyo incondicional a la jefa de Gobierno y la solidaridad con la familia de las personas asesinadas."
2025-05-20,El Debate SIN (sitio),"Viajera y amante del precipicio': Así era Ximena Guzmán, secretaria particular de Clara Brugada, asesinada en Tlalpan","""Socióloga del deporte, corredora de ida y de regreso, experimentando en la bici, viajera y amante del precipicio"", así era como se describía así misma Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, quien lamentablemente perdió la vida esta mañana durante un ataque armado directo por sicarios abordo de una motocicleta en Tlalpan, Ciudad de México."
