Fecha,Medio,Título,Resumen
2025-06-02,JAL Mural,Ganan torneo sobre robótica,Crean un robot que recolecta y transporta granos de café.
2025-06-02,Zócalo COAH (sitio),Certifica INE sistema de conteo de votos del PJ,"Ciudad de México. Ante notario público, el INE certificó el funcionamiento del sistema que operará a partir de las 20:00 horas de este domingo para contar los votos de la elección judicial."
2025-06-01,Sin Embargo (sitio),Una jornada histórica #EnVivo ¬ El INE inicia cómputos distritales de elección judicial; transmite proceso,
2025-06-01,Rosy Ramales (Sitio),Consejo General del INE convoca a las y los ciudadanos a ejercer su derecho al voto en la primera elección del Poder Judicial de la Federación,"Votar es un derecho, pero también es una obligación cívica: Guadalupe Taddei"
2025-06-01,El Diario de Chihuahua CHIH (sitio),Certifica INE sistema de conteo de votos del PJ,"Cd. de México.- Ante notario público, el INE certificó el funcionamiento del sistema que operará a partir de las 20:00 horas de este domingo para contar los votos de la elección judicial.Durante la sesión del Consejo General, también se confirmó que tanto los programas como la base de datos empleados sean exactamente los mismos que fueron evaluados por la Universidad Autónoma Metropolitana (UAM), Campus Iztapalapa. Publicidad"
2025-06-01,El Diario del Noroeste CHIH (sitio),Certifica INE sistema de conteo de votos del PJ,"Ante notario público, el INE certificó el funcionamiento del sistema que operará a partir de las 20:00 horas de este domingo para contar los votos de la elección judicial."
2025-06-01,Sin Embargo (sitio),Una jornada histórica #EnVivo ¬ Las casillas cierran luego de una elección judicial sin incidentes mayores,
2025-06-01,Plano Informativo SLP (sitio),Certifica INE sistema de conteo de votos del PJ,"Ante notario público, el INE certificó el funcionamiento del sistema que operará a partir de las 20:00 horas de este domingo para contar los votos de la elección judicial."
2025-06-01,Diario Chihuahua (Sitio),Certifica INE sistema de conteo de votos del PJ,"Cd. de México.- Ante notario público, el INE certificó el funcionamiento del sistema que operará a partir de las 20:00 horas de este domingo para contar los votos de la elección judicial."
2025-06-01,Reforma.com (sitio),Certifica INE sistema de conteo de votos del PJ,Erika Hernández
2025-06-01,Uniradio Informa BC (Sitio),Consejo General del INE convoca a las y los ciudadanos a ejercer su derecho al voto en la primera elección del Poder Judicial de la Federación,"Votar es un derecho, pero también es una obligación cívica: Guadalupe Taddei"
2025-06-01,Talla Política CDMX (Sitio),Consejo General del INE convoca a las y los ciudadanos a ejercer su derecho al voto en la primera elección del Poder Judicial de la Federación,"Ciudad de México, 1 de junio de 2025"
2025-06-01,Central Electoral (sitio),Consejo General del INE convoca a las y los ciudadanos a ejercer su derecho al voto en la primera elección del Poder Judicial de la Federación,Número: 185
2025-06-01,La Capital TAMPS (sitio),INE convoca a votar en la primera elección del Poder Judicial de la Federación,"CIUDAD DE MEXICO.- Al instalarse en sesión permanente, el Consejo General del Instituto Nacional Electoral (INE) convocó a la ciudadanía a ejercer su derecho al voto y, con ello, renovar la mitad de los cargos del Poder Judicial de la Federación, con la garantía de que su voto cuenta y se contará bien."
2025-06-01,Semanario Zeta Baja California (sitio),Beatriz Gutiérrez Müller recomienda a ciudadanos llevar acordeón para elección judicial,"Beatriz Gutiérrez Müller, esposa del ex presidente de la República, Andrés Manuel López Obrador, recomendó a los ciudadanos mexicanos , el 1 de junio de 2025, llevar a las casillas en donde votarían una lista con los nombres de quienes elegirían para el Poder Judicial."
2025-06-01,Pasantes DF CDMX (Sitio),Consejos locales y distritales totalmente instalados: INE,El Instituto Nacional Electoral (INE) informó que al corte de las 9:20 horas de este domingo primero de junio los 32 consejos locales y los 300 consejos distritales ya fueron instalados en su totalidad.
2025-06-01,Noticias GGL DGO (sitio),INE confirma instalación total de consejos electorales en jornada judicial,"En el arranque de una jornada electoral histórica para el Poder Judicial, el Instituto Nacional Electoral (INE) informó que, a las 9:20 horas de este domingo, quedaron instalados en su totalidad los 32 consejos locales y los 300 consejos distritales que operan a lo largo del país."
2025-06-01,El Heraldo de México (sitio),Consejos locales y distritales totalmente instalados: INE,El Instituto Nacional Electoral (INE) informó que al corte de las 9:20 horas de este domingo primero de junio los 32 consejos locales y los 300 consejos distritales ya fueron instalados en su totalidad.
2025-06-01,Periodismo y Ambiente CDMX (sitio),Especialista de la UAM advierte sobre toxicidad de cigarrillos electrónicos,"Aunque los vapeadores han sido promocionados como una alternativa para dejar el consumo de cigarrillos tradicionales, su uso es perjudicial para el corazón y los pulmones, afirmó el doctor Federico Rivas Vilchis, investigador del Departamento de Ciencias de la Salud de la Unidad Iztapalapa de la Universidad Autónoma Metropolitana (UAM)."
2025-06-01,La Verdad del Sureste TAB (sitio),"¡A las urnas!, ¡A las urnas!: A elegir al Poder Judicial",Nacional
2025-06-01,NVI Noticias OAX (Sitio),INE garantiza conteo íntegro tras jornada electoral del PJF,"Una vez terminada hoy la jornada comicial, el Instituto Nacional Electoral (INE) comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), para hacer la sumatoria definitiva de los votos emitidos en cada uno de los consejos distritales instalados para este proceso electoral extraordinario a fin de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-06-01,El Sur GRO (sitio),"El INE prevé contar en diez días los votos para la elección de ministros, magistrados y jueces","Ante la complejidad del proceso, el organismo electoral se compromete a un escrutinio íntegro y transparente. Explica que, a diferencia de los comicios ordinarios, no habrá programa de resultados preliminares y el cómputo de sufragios iniciará el mismo domingo"
2025-06-01,El Portavoz Noticias BC (sitio),Garantizará INE el conteo integro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"En los cómputos distritales, el Instituto utilizará una herramienta informática para la sumatoria definitiva por distrito."
2025-05-31,La Razón On line (Sitio),...Y garantizan conteo íntegro y transparente,El Instituto Nacional Electoral (INE) garantizó un conteo íntegro y transparente de los votos que emitan los ciudadanos este domingo.
2025-05-31,Plaza Juarez HGO (sitio),El conteo del Poder Judicial iniciará la noche del 1 de Junio y durará 10 días,"El Instituto Nacional Electoral (INE) informó que, a partir de hoy por la noche, comenzará el conteo de los votos de la primera elección del Poder Judicial de la Federación, a través del Sistema de Cómputos Distritales."
2025-05-31,Colima Noticias COL (sitio),Resultados de elección judicial podrían tardar hasta 10 días: INE,CN COLIMANOTICIAS
2025-05-31,Metro Noticias MX (Sitio),Especialista de la UAM advierte sobre toxicidad de cigarrillos electrónicos y sus efectos en la salud,"Aunque los vapeadores han sido promocionados como una alternativa para dejar el consumo de cigarrillos tradicionales, su uso es perjudicial para el corazón y los pulmones, afirmó el doctor Federico Rivas Vilchis, investigador del Departamento de Ciencias de la Salud de la Unidad Iztapalapa de la Universidad Autónoma Metropolitana (UAM)."
2025-05-31,Vanguardia VER (Sitio),Resultados de elecciones judiciales tomará hasta 10 días: INE,"Ciudad de México. (Vanguardia de Veracruz). Se estima que el resultado de las elecciones judiciales, que se llevará a cabo este domingo 1 de junio, se extienda hasta por 10 días."
2025-05-31,Superchannel 12 XHPNW COAH (Sitio),En suspenso resultados hasta 10 días; complicará conteo exceso de boletas,Ciudad de México: 31 de mayo.- El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-31,El Sur GRO (sitio),"El INE prevé contar en diez días los votos para la elección de ministros, magistrados y jueces",
2025-05-31,Punto Medio YUC (sitio),Conteo íntegro y transparente: INE,"La consejera presidente Guadalupe Taddei asegura que serán ciudadanos, desde los Consejos Distritales de todo el país, quienes contarán los votos junto a las autoridades electorales, según un comunicado del INE"
2025-05-31,Mujer es Más (sitio),Cómputos distritales tendrán una duración máxima de 10 días,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales, ""con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios""."
2025-05-31,La Razón On line (Sitio),"Elección judicial: árbitro admite ""complejidad""... pero llama a votar","La presidenta del Instituto Nacional Electoral (INE), Guadalupe Taddei, y su homóloga del Tribunal Electoral del Poder Judicial de la Federación (TEPJF), Mónica Aralí Soto Fregoso, coincidieron en resaltar la importancia de que mañana los ciudadanos ejerzan su derecho al voto."
2025-05-31,Regeneración (Sitio),"¡A las urnas!, ¡A las urnas!: A elegir al Poder Judicial y ser felices",El voto popular del poder judicial es un derecho ganado a pulso por México. No caer en provocaciones. FIESTA CÍVICA PARA DEFENDER LO AVANZADO Y MÁS
2025-05-31,La Razón de México,Y garantizan conteo íntegro y transparente,Y garantizan conteo íntegro y transparente
2025-05-31,Águila sobre Nopal MX (sitio),Ciudadanos contarán los votos este 1o.de junio,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-31,Misión Política CDMX (Sitio),Garantiza INE conteo íntegro y transparente de votos en proceso electoral judicial: resultados en 10 días,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-31,Primera Línea OAX (sitio),Garantizará INE el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-31,Zócalo COAH (sitio),Prevé INE 10 días para contar votos de elección judicial,Ciudad de México.- El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-31,Zócalo COAH (sitio),En suspenso resultados hasta 10 días; complicará conteo exceso de boletas,Ciudad de México.- El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-31,TV. Azteca MX (sitio),Prepas con Pase Directo a la UNAM y UAM en 2025: guía completa,"Conoce las prepas que tienen pase directo a la UNAM y UAM en 2025. Revisa requisitos, fechas clave y carreras disponibles. Aquí todos los detalles."
2025-05-31,Diario Cambio 22 QROO (sitio),Pese a Veda Sigue la Promoción de Candidatos al Poder Judicial,Redacción/ CAMBIO 22
2025-05-31,La Capital TAMPS (sitio),Cómputos distritales iniciarán tras la jornada electoral,"CD. DE MÉXICO . - La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,El Arsenal.net CDMX (Sitio),Garantizará INE el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"México.- La noche del próximo 1o de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,Agencia de Prensa Online (sitio),Garantizará INE el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,Diario del Istmo VER (sitio),Elección judicial 2025: ¿quién contará los votos?,"El Instituto Nacional Electoral (INE) informó que garantizará un conteo íntegro y transparente de los votos emitidos el próximo 1o de junio, durante la inédita elección judicial en la que por primera vez la ciudadanía elegirá a ministras, ministros, magistraturas y jueces del Poder Judicial."
2025-05-30,La Silla Rota (sitio),Se mantiene promoción de candidatos al Poder Judicial pese a veda electoral,"Personas que promueven el voto a favor de candidatos como Lenia Batres, Estela Ríos, Yasmín Esquivel, Loretta Ortiz y Federico Anaya, entre otros, continuaron la promoción de estos pese a que la veda electoral prohíbe el proselitismo y los actos públicos de propaganda."
2025-05-30,Rosy Ramales (Sitio),EL INE afirma que garantizará el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"En los cómputos distritales, el Instituto utilizará una herramienta informática para la sumatoria definitiva por distrito"
2025-05-30,Talla Política CDMX (Sitio),INE garantizará el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"Ciudad de México, 30 de mayo de 2025"
2025-05-30,México Informa (Sitio),Garantizará INE conteo íntegro y transparente de todos los votos en elección judicial,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,Vanguardia COAH (sitio),Prevé INE contar en 10 días votos de la elección judicial,El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-30,Plano Informativo SLP (sitio),Prevé INE 10 días para contar votos de elección judicial,El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-30,Lider Informativo 91.9 JAL (sitio),INE garantizada legalidad y transparencia en conteo de votos del 1 Junio,"Aunque no habrá resultados electorales preliminares, el Instituto Nacional Electoral afirmó que dará manejo transparente a los votos que se emitan en la próxima jornada electoral del primero de junio. En un comunicado, el INE recordó que, tras el cierre de casillas, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación, mediante el cual, realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales."
2025-05-30,El Chilero CHIH (sitio),Ciudadanos contarán los votos este 1o.de junio,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,Plaza de Armas QRO (sitio),Prevé INE 10 días para contar votos de elección de PJ,El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-30,Oliva Noticias VER (Sitio),Garantizará INE el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,El Sur GRO (sitio),Prevé INE 10 días para contar votos de elección judicial,"Ciudad de México, 30 de mayo de 2025.- El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación."
2025-05-30,El Diario de Chihuahua CHIH (sitio),Prevé INE 10 días para contar votos de elección de PJ,"Cd. de México.- El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.Ante la complejidad del proceso, debido a la cantidad de boletas y los diversos candidatos que serán electos en cada una de ellas, el INE aseguró que habrá un escrutinio y conteo de votos íntegro y transparente. Publicidad"
2025-05-30,Uniradio Informa BC (Sitio),Garantizará INE el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,"BAJA CALIFORNIA.- La noche del próximo 1 de junio, tras finalizar la jornada comicial, comenzará a operar el Sistema de Cómputos Distritales de la primera elección del Poder Judicial de la Federación (SCDPJF), mediante el cual, el Instituto Nacional Electoral (INE) realizará la sumatoria definitiva de los votos emitidos en cada uno de los Consejos Distritales instalados para este proceso electoral extraordinario, con el objetivo de garantizar el conteo íntegro y transparente de todos los sufragios."
2025-05-30,El Diario de Delicias CHIH (sitio),Prevé INE 10 días para contar votos de elección de PJ,Cd. de México.- El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-30,Reforma.com (sitio),Prevé INE 10 días para contar votos de elección judicial,El Instituto Nacional Electoral (INE) prevé 10 días para contar los votos de la elección de integrantes del Poder Judicial de la Federación.
2025-05-30,La Silla Rota (sitio),Se mantiene promoción de candidatos al Poder Judicial pese a veda electoral,"Personas que promueven el voto a favor de candidatos como Lenia Batres, Estela Ríos, Yasmín Esquivel, Loretta Ortiz y Federico Anaya, entre otros, continuaron la promoción de estos pese a que la veda electoral prohíbe el proselitismo y los actos públicos de propaganda."
2025-05-30,Central Electoral (sitio),Garantizará INE el conteo íntegro y transparente de todos los votos emitidos en la Jornada Electoral del 1 de junio,Número: 175
2025-05-30,UAM CDMX (Sitio),La UAM impulsa huertos escolares en IEMS Iztapalapa y Magdalena Contreras,"La fuerza que otorga el trabajo colectivo y la comunicación de conocimiento se hizo patente en el Encuentro IEMS de Huertos Escolares 2024, el cual mostró los resultados de este ejercicio impulsado por la Universidad Autónoma Metropolitana (UAM) en los Institutos de Educación Media Superior ""José María Pérez Gay"", ubicado en la alcaldía Iztapalapa e ""Ignacio Manuel Altamirano"", en la Magadalena Contreras."
2025-05-29,El Economista (sitio),Pase UAM ¿A qué carreras y planteles podrán acceder los egresados del Colegio de Bachilleres?,"Para el trimestre 2025 Otoño, que inicia en el mes de octubre, la Universidad Autónoma Metropolitana (UAM) recibirá a un mayor número de estudiantes que egresen del Colegio de Bachilleres como parte del programa ""Pase UAM""."
2025-05-29,Reforma.com (sitio),Talarán mil 22 árboles en Cerro de la Estrella,"De 70 mil árboles que se encuentran en el Cerro de la Estrella, mil 22 serán retirados debido a que están muertos en pie y representan un riesgo ante la posibilidad de que caigan sobre visitantes y corredores."
2025-05-29,Reforma,Talarán por riesgos más de mil árboles,Buscan legalizar asentamientos en el Cerro de la Estrella.
2025-05-29,El Economista,¿A qué carreras y planteles podrán acceder los egresados del Colegio de Bachilleres?,Los estudiantes que no fueran seleccionados por Pase UAM podrán continuar SU proceso de admisión mediante examen.
2025-05-29,TV. Azteca MX (sitio),Pase UAM 2025: Conoce la lista de las carreras con más lugares para los estudiantes,Descubre cuáles son las carreras de la UAM con más lugares para el Pase Directo 2025. Y conoce las fechas claves de este acceso a la educación superior.
2025-05-28,DEPOR Medio Tiempo,¡Atención! Estas dos carreras NO entrarán en el Pase UAM 2025; conoce cuáles puedes elegir,"A pesar de que pueden elegir 57 licenciaturas, los estudiantes de COLBACH que apliquen el Pase UAM 2025 no podrán elegir estas dos carreras por esta razón."
2025-05-28,COMECSO (Sitio),"Estado, política y reciprocidad","Universidad Nacional Autónoma de México, Centro Peninsular en Humanidades y Ciencias Sociales"
2025-05-28,Diario Basta (Sitio),Cuesta 1.8 mdp mantener al Estadio Puma,"Aunque la venta de boletos de equipos de la Liga MX debe destinarse a algunas acciones, el mantenimiento lo destina la UNAM con dinero del presupuesto asignado anual"
2025-05-28,Eje Central,Investigan científicos del IPN si frutos mejoran audición,"Científicos del Instituto Politécnico Nacional (IPN) desarrollan una investigación que evalúa si las plantas verdes y los frutos rojos pueden contener el deterioro auditivo en las personas. El resultado de dicho estudio podría ayudar a cualquier persona a procurar su salud auditiva, toda vez que se determinará si en los antioxidantes de algunas plantas verdes y de algunos frutos rojos está la clave para prevenir el deterioro auditivo."
2025-05-28,Basta,Cuesta 1.8 mdp mantener el Estadio CU,"La venta de boletos de equipos de la Liga MX debe destinarse a algunas acciones, el mantenimiento lo destina la propia UNAM. Vía transparencia la UNAM indicó en el reporte de un contrato vigente durante el primer trimestre de 2025 que se destinó un monto de 1 millón 847 mil 349 pesos a la empresa Desarrollo Inmobiliario Gerjau S.A. de C.V. por el concepto de ""trabajos de mantenimiento correctivo del Estadio Olímpico Universitario, consistentes en plomería, herrería, albañilería y electricidad, en Ciudad Universitaria"", labores con vigencia entre noviembre de 2024 y el 19 de abril de este año."
2025-05-28,EDT Estado del Tiempo MX (sitio),RTP moviliza a más de 240 mil estudiantes con Sendero Seguro en 2025,"Ciudad de México.- Durante los primeros cuatro meses de 2025, la Red de Transporte de Pasajeros (RTP) de la Ciudad de México ha logrado trasladar de manera segura, económica y eficiente a 242,242 estudiantes de nivel medio superior y superior a través del programa Sendero Seguro. Esta iniciativa tiene como objetivo proporcionar una alternativa de transporte que resguarde la integridad de miles de jóvenes, especialmente durante horarios extraordinarios y trayectos estratégicos."
2025-05-27,UAM CDMX (Sitio),Rinden homenaje a María Ana Portal por su legado a la Antropología Social,Número 306
2025-05-27,Noticias MVS (Sitio),Convocatoria UAM 2025: estas son las carreras que NO tienen pase directo de Bachilleres,"La UAM lanzó su convocatoria 2025 con pase directo para alumnos de Bachilleres, pero no todas las carreras participan. Aquí los detalles."
2025-05-27,El Universal (sitio),RTP ha movilizado más de 242 mil estudiantes a través del programa Sendero Seguro; estas son las escuelas beneficiadas,"El programa brinda una tarifa especial al mostrar una identificación escolar especial, además de seguridad durante el trayecto"
2025-05-27,Infobae América (Sitio),Pase UAM 2025: cuáles son las licenciaturas que no participan en el proceso,Quienes concluyen sexto semestre en el Colegio de Bachilleres podrán acceder a este proceso
2025-05-27,EDT Estado del Tiempo MX (sitio),RTP moviliza a más de 240 mil estudiantes con Sendero Seguro en 2025,"Ciudad de México.- Durante los primeros cuatro meses de 2025, la Red de Transporte de Pasajeros (RTP) de la Ciudad de México ha logrado trasladar de manera segura, económica y eficiente a 242,242 estudiantes de nivel medio superior y superior a través del programa Sendero Seguro. Esta iniciativa tiene como objetivo proporcionar una alternativa de transporte que resguarde la integridad de miles de jóvenes, especialmente durante horarios extraordinarios y trayectos estratégicos."
2025-05-27,Metro Noticias MX (Sitio),"RTP servicio seguro para estudiantes, sin paradas intermedias y con tarifa preferencial","La Red de Transporte de Pasajeros (RTP) informa que, durante el primer cuatrimestre de 2025, ha movilizado de manera segura, exclusiva, económica y eficiente a 242 mil 242 estudiantes de nivel medio superior y superior de escuelas de la Ciudad de México, a través del programa Sendero Seguro."
2025-05-27,Hoja de Ruta (Sitio),Moviliza RTP a más de 242 mil 242 estudiantes de manera segura,"A través del programa Sendero Seguro, la RTP ha transportado a más de 242 mil estudiantes durante el primer cuatrimestre de este año Participan instituciones como la UNAM, IPN, UAM, UACM, TecNM, UPN y ENAH El servicio opera en horarios exclusivos, sin paradas intermedias y con tarifa preferencial"
2025-05-27,La Lista (sitio),Pase directo UAM 2025: Estas son licenciaturas a las que estudiantes de Bachilleres NO tienen pase directo,"Luego de que se diera a conocer la puesta en marcha del ""Pase UAM 2025"", un acuerdo entre la Universidad Autónoma Metropolitana (UAM) y el Colegio de Bachilleres (Colbach) para que los estudiantes del colegio puedan tener acceso a la Casa de Estudios Superiores, se dieron a conocer las licenciaturas a las que los estudiantes pueden tener acceso."
2025-05-27,La Silla Rota (sitio),Pase UAM: las licenciaturas a las que sí puedes aplicar; este es el promedio que necesitas,"En un país con una creciente necesidad de profesionales calificados, estudiar una carrera universitaria se ha convertido en una meta clave para miles de jóvenes mexicanos. Obtener un título universitario no solo representa una vía para mejorar la calidad de vida, sino también una herramienta para reducir la desigualdad y fomentar el desarrollo económico y social."
2025-05-27,Energía Hoy (Sitio),Busca Luz María Hernández resolver los problemas que afectan a Ecatepec,"La presidenta del Comité Ejecutivo Estatal de Morena en el Estado de México, Luz María Hernández aseguró que tiene la intención de dar resolución a los problemas que afectan a Ecatepec, en el Estado de México"
2025-05-26,Intersip (sitio),"Presentan en la Facultad de Ciencias Químicas de la UAdeC el Libro ""Biocatálisis de Células Completas""","Noticias Coahuila, Lideres de Opinión, Reportaje SIP"
2025-05-26,Periodico la Voz COAH (sitio),Siembra segura,"El que dicen está sembrando sobre seguro, es el abogado Oscar Cadena quien aspira ser Juez Penal de esta región dicen está causando buena impresión."
2025-05-26,Infobae América (Sitio),Pase UAM vs Pase UNAM: en cuál es más difícil ingresar a una carrera sin hacer examen,"Los egresados de CCH, Prepa y Colegio de Bachilleres pueden acceder a una licenciatura con estos procesos, dependiendo el caso"
2025-05-26,La Silla Rota (sitio),Pase UAM: estas son las licenciaturas a las que sí puedes aplicar; este es el promedio que necesitas,"En un país con una creciente necesidad de profesionales calificados, estudiar una carrera universitaria se ha convertido en una meta clave para miles de jóvenes mexicanos. Obtener un título universitario no solo representa una vía para mejorar la calidad de vida, sino también una herramienta para reducir la desigualdad y fomentar el desarrollo económico y social."
2025-05-26,Reporte La Laguna COAH (sitio),"Presentan en la Facultad de Ciencias Químicas de la UAdeC el libro ""Biocatálisis de Células Completas""","Saltillo, Coahuila.- La Universidad Autónoma de Coahuila, a través de la Facultad de Ciencias Químicas (FCQ) y en colaboración con el Departamento de Biotecnología de la Universidad Autónoma Metropolitana (UAM) Unidad Iztapalapa, presentó el libro ""Biocatálisis de células completas: fundamentos y aplicaciones"", una obra especializada en el campo de la Biotecnología que destaca los avances y aplicaciones de la biocatálisis con células completas."
2025-05-26,Vanguardia COAH (sitio),Saltillo: Presentan en la UAdeC libro pionero sobre biocatálisis con células completas,"La Universidad Autónoma de Coahuila, a través de la Facultad de Ciencias Químicas (FCQ), y en colaboración con el Departamento de Biotecnología de la Universidad Autónoma Metropolitana (UAM), Unidad Iztapalapa, presentó el libro ""Biocatálisis de células completas: fundamentos y aplicaciones"", una obra especializada que explora los fundamentos y aplicaciones emergentes de la biocatálisis en el campo de la biotecnología moderna."
2025-05-26,Hoja de Ruta (Sitio),El Dúo Castillo-Salgado interpretará el Programa de Francia para el Siglo XX en la Sala Manuel M. Ponce,La mancuerna integrada por los pianistas Ismael Castillo y Omar Salgado se presentará el viernes 30 de mayo a las 18 horas
2025-05-26,88.9 Noticias,"A pesar de contar con planta de tratamiento, autolavados de la CDMX contaminan el agua.","A pesar de cumplir con la normativa de utilizar agua tratada, los autolavados en la Ciudad de México continúan empleando productos químicos contaminantes, según informó Judit Cardoso, investigadora del departamento de Física de la Unidad Iztapalapa de la UAM. 
 
 En la capital, se registran aproximadamente 1900 autolavados que consumen entre cinco y 50 metros cúbicos diarios de agua, obligados por reglamento a contar con una planta de tratamiento. Sin embargo, estos establecimientos también utilizan ceras, aromatizantes y abrillantadores, lo que agrava la contaminación del agua. 
 
 Cardoso destaca la necesidad de un tratamiento adicional, lo que implicaría mayores costos. En respuesta a esta problemática, la UAM colabora con la alcaldía Iztapalapa para instalar una planta de tratamiento de agua que permita su reutilización en lavanderías."
