,Fecha,Medio,Título,Resumen,Alcance
392,2025-06-03,100.1 Stereo Cien,"Las buenas noticias, Enfoque Noticias Segunda Emisión.","- Un grupo de investigación del departamento de biotecnología de la Universidad Autónoma Metropolitana (UAM) está desarrollando una bebida simbiótica a base de aguamiel, diseñada para ayudar a personas con diabetes. Esta bebida tiene como objetivo promover la depuración de toxinas en el cuerpo y mejorar la absorción de azúcares. 
 
 - En México, casi 12.5 millones de personas tienen diabetes, según la Encuesta Nacional de Salud y Nutrición de 2021. La bebida en desarrollo busca ofrecer una alternativa saludable para estas personas mediante el uso de proteínas y probióticos derivados del aguamiel.
 
 - Además de beneficiar a los diabéticos, el proyecto también apoya a los productores de agave en Hidalgo, Tlaxcala y el Estado de México, quienes han enfrentado dificultades debido a la disminución de las ventas de pulque. El aguamiel, que no se fermenta en este proceso, se convierte en una nueva fuente de ingresos para ellos.",650000
393,2025-06-03,Canal 40 Adn,"Denuncian acoso sexual en la Universidad Bancaria de México, ubicada en el Estado de México.","En un conmovedor testimonio, una madre denuncia el acoso sexual de su hija por parte de un profesor en la Universidad Bancaria de México, situada en Cholul, Estado de México. 
 
 La entrevistada relata la falta de respuesta por parte de las autoridades tras su denuncia, enfrentándose a amenazas y extorsiones. 
 
 La situación se agrava con la revelación de otros casos de abuso y bullying en la institución. 
 
 A pesar de las denuncias, las autoridades escolares han permanecido inactivas. 
 
 La madre hace un llamado a las autoridades correspondientes, incluyendo fiscalías y la Secretaría de Educación, para brindar apoyo y prevenir futuras agresiones. 
 
 La Universidad Bancaria de México ha emitido un comunicado condenando cualquier acto de acoso o violencia. 
 
 Sin embargo, la falta de acción concreta y la presencia de amenazas han generado un clima de temor entre los estudiantes y sus familias. 
 
 La situación plantea interrogantes sobre la eficacia de las autoridades educativas y la necesidad de una respuesta más contundente ante estos casos de abuso.",3780000
394,2025-06-03,EDT Estado del Tiempo MX (sitio),Anuncian concurso gastronómico con nopal y maguey en Monumento a la Revolución,"Ciudad de México.- El próximo domingo 8 de junio, el Monumento a la Revolución será el escenario del Concurso Gastronómico Contemporáneo del Nopal y el Maguey, organizado por la Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta. Este evento forma parte de las actividades de la Feria del Nopal 2025, que se celebrará el mismo fin de semana.",10100
397,2025-06-03,Al Momento MX (sitio),Anuncian concurso gastronómico con nopal y maguey en Monumento a la Revolución,"El próximo domingo 8 de junio, el Monumento a la Revolución será el escenario del Concurso Gastronómico Contemporáneo del Nopal y el Maguey, organizado por la Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta. Este evento forma parte de las actividades de la Feria del Nopal 2025, que se celebrará el mismo fin de semana.",82600
398,2025-06-03,DiMe News CDMX (sitio),Claudia Sheinbaum en las 100 Mujeres más Poderosas de México 2025,"CIUDAD DE MÉXICO.- ""No llego sola, llegamos todas"", dice la presidenta Claudia Sheinbaum Pardo frente a las mexicanas que dan testimonio de la primera mujer electa en las urnas para conducir el destino de México y quienes guardan la promesa de mejores condiciones para todas las mujeres.",5000
399,2025-06-03,Luces del Siglo QROO (sitio),"En CDMX, avanza 18.94% el cómputo en dos días",El Consejo General del IECM reanudó la sesión extraordinaria sólo para dar a conocer dicho avance en las 33 oficinas distritales.,28600
400,2025-06-03,Animal Político (sitio),México y sus compromisos incumplidos en materia climática,"Las 9 dimensiones de la crisis planetaria
 De acuerdo con los hallazgos del Sexto Informe de Evaluación del Panel Intergubernamental sobre Cambio Climático (IPCC), las actividades humanas son responsables del aumento de las emisiones de dióxido de carbono, lo que ha contribuido significativamente al incremento de la temperatura global. Entre los principales factores se encuentran la mala gestión de los bienes naturales, los cambios en el uso del suelo, así como los patrones insostenibles de consumo y producción.",2600000
401,2025-06-03,Político CDMX (Sitio),(FOTOS) Así podría quedar conformada la Suprema Corte de Justicia,"El pasado 1 de junio se llevaron a cabo las elecciones del Poder Judicial, en la cual se votó por los próximos nueve ministros de la Suprema Corte de Justicia de la Nación (SCJN).",52300
402,2025-06-03,Tierra Fuerte (sitio),"OMSA: uso de antimicrobianos en animales cae 5%, pero RAM podría causar 38 millones de muertes humanas","Un nuevo informe de la Organización Mundial de Sanidad Animal (OMSA) reveló que el uso de antimicrobianos en animales disminuyó 5% entre 2020 y 2022, pero las tendencias muestran que, sin medidas, la resistencia a los antimicrobianos (RAM) podría causar 38,5 millones de muertes humanas entre 2025 y 2050.",40
404,2025-06-03,Publimetro (sitio),"Fallan semáforos de CDMX, en cruceros clave, tras lluvias que colapsaron las calles","Usuarios en redes reportaron semáforos apagados en avenidas como Insurgentes, Periférico, Viaducto, Circuito Interior, Ermita y Nuevo León, sin atención inmediata.",454059
405,2025-06-03,107.9 Horizonte,"En entrevista, Héctor Manuel Villarreal Beltrán, profesor de la UAM, habló sobre la nueva cara de la SCJN.","En entrevista, el doctor Héctor Manuel Villarreal Beltrán, profesor del Departamento de Política y Cultura en la Universidad Autónoma Metropolitana, unidad Xochimilco, compartió su perspectiva sobre la nueva integración de la Suprema Corte de Justicia de la Nación (SCJN) tras los recientes comicios judiciales.
 
 Villarreal Beltrán destacó que la elección de ministros por voto popular es un hecho interesante y poco común a nivel internacional, aunque subrayó la importancia de que la Corte mantenga su autonomía y funcione como un contrapeso efectivo al poder ejecutivo y legislativo. 
 
 Se mostró escéptico sobre si esta nueva composición de la Corte, que incluye a varios ministros con trayectoria política pero poca experiencia judicial, logrará reducir la alta impunidad en México. Considera que la reforma judicial debería haber comenzado por fortalecer la base del sistema judicial con más recursos y personal, en lugar de centrarse en la elección popular de los ministros. 
 
 Finalmente, Villarreal Beltrán expresó dudas sobre la independencia de la nueva Corte, especialmente en relación con los intereses del poder ejecutivo y la agenda política de Morena, sugiriendo que el verdadero test será su manejo de temas críticos como la militarización del país.",626458
