,Fecha,Medio,Título,Resumen,Alcance
627,2025-05-29,El Cuarto de Guerra TLAX (sitio),UATx abre la discusión a temas que impactan en la crisis civilizatoria,"* Observatorio Universitario organizó el conversatorio ""Crisis Civilizatoria: miradas de la violencia social actual""La violencia en sus múltiples expresiones fue el eje central del conversatorio ""Crisis Civilizatoria: miradas de la violencia social actual"", convocado por el Observatorio Universitario y la Facultad de Derecho, Ciencias Políticas y Criminología de la Universidad Autónoma de Tlaxcala (UATx), encuentro que propició un espacio de análisis sobre fenómenos como la violencia delincuencial, los linchamientos, las nuevas formas de violencia digital y otras conductas que afectan profundamente al tejido social.Ante la comunidad estudiantil y docente reunida en el Auditorio Interactivo ""Manuel de Lardizábal y Uribe"", el Maestro Roberto Carlos cruz Becerril, Secretario Técnico, en representación del Doctor Serafín Ortiz Ortiz, Rector de la UATx, sostuvo que esta Casa de Estudios sostiene su compromiso de abordar y analizar los temas de actualidad y que impactan en la agenda nacional e internacional, por ello, desde el enfoque de sus investigadores, científicos, activistas y expertos académicos han identificado a la crisis civilizatoria como un problema complejo que requiere de soluciones sistémicas que incluya a la democracia directa y participativa, así como la transición a modelos alternativos y la promoción de una educación ambiental y la cultura de paz.Por su parte, el Doctor René Elizalde Salazar, Presidente del Observatorio Universitario, indicó que este tipo de foros implica un posicionamiento acerca de fenómenos como la violencia social que transgrede la paz de la colectividad y que, bajo la perspectiva de diferentes disciplinas, permitirá conocer este proceso de erosión de las instituciones. Afirmó que la UATx trabaja para impulsar procesos civilizatorios y culturizadores en la formación de los educandos que serán evidentes en su interacción con la sociedad.En tanto, el Maestro Dante Morales Cruz, Director de la Facultad de Derecho, Ciencias Políticas y Criminología, subrayó que ante el inminente incremento de la violencia social, la desatención de las autoridades e instituciones y del estado constitucional de derecho que se vive a nivel local y global, es pertinente el análisis de problemáticas y brindar a los estudiantes un panorama amplio de la realidad social.Al momento de desarrollarse el conversatorio ""Crisis Civilizatoria: miradas de la violencia social actual"", el cual fue moderado por el Maestro José David Cabrera Canales, Coordinador Institucional de Información y Transparencia, la Doctora Margarita Martínez Gómez, Secretaria de Investigación Científica y Posgrado, puntualizó que la conducta violenta tiene sus raíces en la forma en que el cerebro trabaja y va más allá del dilema entre la crianza y lo biológico y genético. Agregó que la biología nos indica que nacimos vulnerables, de ahí la importancia de la infancia temprana y la adolescencia, pues ambas etapas deben ser atendidas por especialistas.En su participación, el Doctor Raúl Rodríguez Guillén, profesor e investigador UAM-UATx, y la Maestra Nancy Concepción Guzmán Xicohtencatl, Coordinadora de la Licenciatura en Criminología de la UATx, coincidieron en mencionar que el linchamiento es un fenómeno reciente que no solo se considera como un acto de violencia colectiva, también es un síntoma de crisis civilizatoria que pone en evidencia la fragilidad del tejido social, dado que los estados en donde se tiene una mayor presencia de este tipo de flagelos son Puebla, el Estado de México, Hidalgo, Tlaxcala y la Ciudad de México, los cuales son originados por un bono, tentativa de secuestro, un incidente vial, un rumor y un chisme, hecho que recurrentemente se presenta en hombres jóvenes.Finalmente, Luis Gustavo Parra Noriega, Comisionado del Instituto de Transparencia, Acceso a la información Pública y protección de Datos Personales del Estado de México y Municipios (INFOEM), expuso que en la actualidad se calcula que México tiene un promedio de 107 millones de internautas, hecho que refleja que 83 por ciento de la población tiene acceso a las diferentes redes sociales, recobrando importancia el uso de los datos personales.",4000
628,2025-05-29,El gen Informativo de Tlaxcala TLAX(Sitio),UATx abre la discusión a temas que impactan en la crisis civilizatoria 29 de mayo - 2025,"Observatorio Universitario organizó el conversatorio ""Crisis Civilizatoria: miradas de la violencia social actual""",81900
629,2025-05-29,El Gritón TLX (Sitio),UATx abre la discusión a temas que impactan en la crisis civilizatoria,"ü Observatorio Universitario organizó el conversatorio ""Crisis Civilizatoria: miradas de la violencia social actual""",5790
630,2025-05-29,Periodismo y Ambiente CDMX (sitio),"UAM, la segunda mejor Universidad Pública de México: AD Scientific Index 2025","La Universidad Autónoma Metropolitana (UAM) fue reconocida como la segunda mejor universidad pública de México, de acuerdo con el más reciente Ranking de Científicos y Universidades del Mundo 2025, que evalúa el impacto de la investigación académica y la calidad del trabajo de científicos en diferentes disciplinas y elaborado por AD Scientific.",17500
631,2025-05-29,Columna Digital CDMX (sitio),Pase UAM: Opciones para egresados del COBAEJ.,"Para el trimestre de Otoño 2025, la Universidad Autónoma Metropolitana (UAM) ofrecerá una emocionante oportunidad para los estudiantes que finalizan su educación media superior en el Colegio de Bachilleres, gracias al innovador programa ""Pase UAM"". Este año, el programa está diseñado exclusivamente para los alumnos que actualmente cursan el sexto semestre, con un promedio mínimo de 8.0, destacando el esfuerzo y compromiso académico.",17800
632,2025-05-29,El Informador JAL (sitio),Elección judicial: ¿Cuánto tarda en borrarse la tinta en el dedo después de votar?,La tinta indeleble es una técnica utilizada para identificar a las personas que ya no votaron y evitar que lo vuelvan a hacer,5890000
633,2025-05-29,98.5 El Heraldo Radio,"En entrevista, Carlos Ornelas, profesor jubilado de la UAM, habló sobre la CNTE.","En entrevista, el Doctor Carlos Ornelas, profesor de educación y comunicación jubilado de la Universidad Autónoma Metropolitana en su unidad Xochimilco, compartió su perspectiva sobre la situación actual de la Coordinadora Nacional de Trabajadores de la Educación (CNTE) y sus movilizaciones.
 
 Ornelas destacó que la CNTE no cederá en sus demandas, especialmente en relación con la derogación de la ley del ISSSTE de 2007 y las pensiones solidarias. A pesar de algunos avances, considera que las concesiones son insuficientes. También mencionó que la ciudadanía comienza a mostrar molestia y desconfianza hacia las instituciones debido a las afectaciones causadas por los plantones, señalando que la culpa ya no recae únicamente en la CNTE, sino también en el gobierno que permite estas movilizaciones.
 
 Carlos Ornelas opinó que es probable que la CNTE busque obtener más beneficios, como un aumento en el porcentaje de salarios y el control sobre la promoción y supervisión de los docentes. Criticó la falta de sanciones efectivas por parte de los gobiernos estatales, argumentando que muchos gobernadores temen a la coordinadora. Además, expresó su escepticismo sobre la financiación de las movilizaciones, sugiriendo que podría provenir de recursos estatales y cuestionando la transparencia de estos fondos.
 
 Finalmente, Ornelas reflexionó sobre la situación financiera del país, señalando que la presidenta enfrenta dificultades para cumplir con las demandas debido a la falta de recursos.",1400000
634,2025-05-29,Infobae América (Sitio),Línea 8 Metro CDMX: por qué desalojaron a usuarios de esta ruta hoy jueves 29 de mayo,"Este jueves 29 de mayo, pasajeros fueron desalojados de varias estaciones de la Línea 8 del Sistema de Transporte Colectivo (STC) Metro de la Ciudad de México.",1120000
635,2025-05-29,El Diario de Chihuahua CHIH (sitio),Debaten universitarios en torno al futuro del Poder Judicial,"Cd. de México.- Estudiantes de la Universidad Nacional Autónoma de México (UNAM), la Universidad Autónoma Metropolitana Unidad Xochimilco (UAM-X), la Universidad Autónoma de la Ciudad de México (UACM) y la Universidad Nacional Rosario Castellanos (UNRC) dialogaron sobre la próxima elección de jueces y magistrados del Poder Judicial de la Federación.¿Cuáles son los problemas que existen en el Poder Judicial y qué propones para mejorar la impartición de justicia en México? Y ¿cuáles son las cualidades que deben tener las personas juzgadoras y los criterios de argumentación necesarios para tener justicia al servicio del pueblo? fueron las interrogantes que motivaron las reflexiones juveniles durante la Jornada de Debate Estudiantil Interuniversitario, informó la Máxima Casa de Estudios a través de la Gaceta UNAM. Publicidad",545000
636,2025-05-29,La Crónica de Hoy (sitio),"Planetario del IPN invita al proyecto ""Génesis 4D""","""Génesis 4D"" es una obra única creada por el maestro Miguel Peraza y que es un híbrido entre arte, ciencia y tecnología",312000
637,2025-05-29,El Economista (sitio),Inteligencia Artificial en las aulas: el futuro ya empezó (pero no todos están invitados),"Levante la mano quien odió las matemáticas cuando era estudiante. Bueno, eso podría cambiar gracias a la Inteligencia Artificial. Y sí, estamos hablando de México, donde, según la prueba PLANEA, solo el 16% de los alumnos de secundaria alcanza un nivel satisfactorio en matemáticas.",318000
638,2025-05-29,EDO.MEX al Día (sitio),Reflexionarán sobre los procesos de transformación de la Bienal FEMSA,Portada » Noticias » Reflexionarán sobre los procesos de transformación de la Bienal FEMSA,47000
639,2025-05-29,Infobae América (Sitio),"Estas son las mejores universidades de México, según AD Scientific 2025: ¿En qué lugar está la UNAM?","El AD Scientific Index (Índice Científico Alper-Doger) es una herramienta clave para evaluar el desempeño académico de científicos e instituciones educativas a nivel global, utilizando métricas derivadas de los perfiles públicos de Google Scholar.",1120000
640,2025-05-29,Anuies CDMX (sitio),ANUIES POR EL FORTALECIMIENTO DE LOS ORGANISMOS DE DEFENSA Y PROTECCIÓN DE LOS DERECHOS EN LAS INSTITUCIONES DE EDUCACIÓN SUPERIOR,"Participó en el Encuentro ""Derechos Universitarios en Evolución"", con motivo del aniversario de las Defensorías instauradas en la UNAM, el IPN, la UAM y la REDUU.",1950
641,2025-05-29,El Heraldo de México (sitio),"Estas son las 10 mejores universidades de México, ¿en qué posición están en el ranking mundial?","En México existen varias escuelas de nivel superior para continuar con los estudios profesionales, lo que a veces puede crear conflicto en quien va a elegir una licenciatura, por la gran cantidad de oportunidades que hay, por lo que aquí te compartimos el ranking de las mejores universidades del país.",1674420
642,2025-05-29,Pasantes DF CDMX (Sitio),"Estas son las 10 mejores universidades de México, ¿en qué posición están en el ranking mundial?","En México existen varias escuelas de nivel superior para continuar con los estudios profesionales, lo que a veces puede crear conflicto en quien va a elegir una licenciatura, por la gran cantidad de oportunidades que hay, por lo que aquí te compartimos el ranking de las mejores universidades del país.",9030
643,2025-05-29,Hoy en perspectiva MX (Sitio),"UAM, la segunda mejor universidad pública de México, reporta La Jornada","Después de la UAM se ubicaron el Instituto Politécnico Nacional, Universidad de Guadalajara, Universidad Autónoma de San Luis Potosí, Colegio de ... false",910
644,2025-05-29,Reforma.com (sitio),Debaten universitarios en torno al futuro del Poder Judicial,"Estudiantes de la Universidad Nacional Autónoma de México (UNAM), la Universidad Autónoma Metropolitana Unidad Xochimilco (UAM-X), la Universidad Autónoma de la Ciudad de México (UACM) y la Universidad Nacional Rosario Castellanos (UNRC) dialogaron sobre la próxima elección de jueces y magistrados del Poder Judicial de la Federación.",8200000
645,2025-05-29,La Jornada (sitio),"UAM, la segunda mejor universidad pública de México, reporta","Ciudad de México. La Universidad Autónoma Metropolitana (UAM) reportó que de acuerdo con AD Scientific 2025, la casa de estudios fue reconocida como la segunda mejor universidad pública de México.Este es el más reciente Ranking de Científicos y Universidades del Mundo 2025, que evalúa el impacto de la investigación académica y la calidad del trabajo de científicos en diferentes disciplinas.En primer lugar, se ubicó la Universidad Nacional Autónoma de México (UNAM), según el reporte que clasifica instituciones y científicos a nivel global y regional, considerando diversas áreas del saber como Ciencias Médicas y de la Salud, Ingeniería y Tecnología, Ciencias Sociales, Artes y Humanidades, entre otras.Desde su fundación, la UAM ha mantenido un compromiso inquebrantable con la generación de conocimiento y la formación de investigadores altamente capacitados. La Universidad cuenta con unidades académicas y centros de investigación que impulsan estudios en sectores estratégicos como medio ambiente, salud, tecnología, desarrollo urbano y educación, consolidando su prestigio tanto a nivel nacional como internacional.""Uno de los factores determinantes que han permitido que la Casa abierta al tiempo alcance esta posición privilegiada es su capacidad para vincular la investigación con la solución de problemas reales, mediante iniciativas interdisciplinarias y alianzas estratégicas con diversas instituciones y organismos, los científicos de la UAM trabajan en el desarrollo de proyectos de alto impacto que contribuyen directamente a la transformación social"", señaló.La clasificación evalúa a científicos de todo el mundo mediante un análisis detallado de sus publicaciones y el impacto de sus trabajos en la comunidad académica global. Gracias a la solidez de sus aportaciones científicas, los investigadores de la UAM han logrado colocarse entre los más destacados, reflejando la calidad de la indagación que se produce dentro de la universidad.El reconocimiento de la UAM en el AD Scientific Index 2025 reafirma su papel como líder en investigación y producción científica en México. Su posición en el ranking resalta la calidad y el rigor de su trabajo académico y también la consolida como una institución clave en la generación de conocimiento y la formación de especialistas en diversas disciplinas.Este logro subraya la importancia de seguir fomentando la investigación en la nación y fortalecer los vínculos entre universidades y centros científicos para impulsar la innovación y el desarrollo; por ello, la UAM, con su modelo educativo y su compromiso con la excelencia, continúa demostrando que la producción de conocimiento es una herramienta fundamental para la transformación social y la construcción de un mejor futuro.El AD Scientific Index es un sistema de clasificación global basado en productividad e impacto científico, ha publicado oficialmente las clasificaciones de 2025 para México. Esta evaluación exhaustiva cubre a cientos de universidades e instituciones y a miles de investigadores en todo el país.Después de la UAM se ubicaron el Instituto Politécnico Nacional, Universidad de Guadalajara, Universidad Autónoma de San Luis Potosí, Colegio de Postgraduados, Universidad Autónoma del Estado de México, Universidad Autónoma del Estado de Morelos, Universidad de Guanajuato y El Colegio de la Frontera Sur.El AD Scientific Index analiza datos de perfiles públicos de Google Scholar para evaluar a científicos e instituciones de todo el mundo. Cubre más de 2.63 millones de investigadores, 24 600+ instituciones y 211 disciplinas en 221 naciones, ofreciendo una visión multidimensional del desempeño académico global.",1290000
647,2025-05-29,México-times CDMX (sitio),"UAM, la segunda mejor universidad pública de México, reporta","Ciudad de México. La Universidad Autónoma Metropolitana (UAM) reportó que de acuerdo con AD Scientific 2025, la casa de estudios fue reconocida como la segunda mejor universidad pública de México.",10800
648,2025-05-29,La Crónica de Hoy (sitio),UAM invita al último día de exposición de Personalidades desubicadas: estéticas de la coerción,"Una colección de obras que presentan la relación entre el control, la resistencia y la disolución de los límites entre quienes dominan y quienes son sometidos",312000
649,2025-05-29,La Crónica de Hoy (sitio),"UAM, la segunda mejor universidad pública de México","En el Ranking de Científicos y Universidades del Mundo 2025, se destacó que el modelo educativo de la UAM, impulsa la generación de saber en diversas disciplinas clave",312000
650,2025-05-29,UAM CDMX (Sitio),Aprueba la UAM creación de Especialización en Estudios de Discapacidad e Incidencia,El Colegio Académico autorizó la propuesta inicial proveniente de la División de Ciencias Sociales y Humanidades de la Unidad Xochimilco,4000
651,2025-05-29,Periodismo y Ambiente CDMX (sitio),Universidades deben consolidarse como espacios de esperanza y transformación social,"Las universidades desempeñan un papel esencial en la construcción de sociedades más equitativas y en la producción de conocimiento que responde a los desafíos globales; en un contexto caracterizado por el cambio climático, la polarización social y la evolución de los mercados laborales, estas instituciones tienen la responsabilidad de formar ciudadanos críticos y comprometidos con la transformación de su entorno.",17500
652,2025-05-29,Yahoo Noticias MX (sitio),Inteligencia Artificial en las aulas: el futuro ya empezó (pero no todos están invitados),"Levante la mano quien odió las matemáticas cuando era estudiante. Bueno, eso podría cambiar gracias a la Inteligencia Artificial. Y sí, estamos hablando de México, donde, según la prueba PLANEA, solo el 16% de los alumnos de secundaria alcanza un nivel satisfactorio en matemáticas. El Tec de Monterrey tiene una amplia oferta de cursos y una maestría en Inteligencia Artificial Aplicada.",1020000
655,2025-05-29,El Economista (sitio),Pase UAM ¿A qué carreras y planteles podrán acceder los egresados del Colegio de Bachilleres?,"Para el trimestre 2025 Otoño, que inicia en el mes de octubre, la Universidad Autónoma Metropolitana (UAM) recibirá a un mayor número de estudiantes que egresen del Colegio de Bachilleres como parte del programa ""Pase UAM"".",318000
656,2025-05-29,El Economista (sitio),Inteligencia Artificial en las aulas: el futuro ya empezó (pero no todos están invitados),"Levante la mano quien odió las matemáticas cuando era estudiante. Bueno, eso podría cambiar gracias a la Inteligencia Artificial. Y sí, estamos hablando de México, donde, según la prueba PLANEA, solo el 16% de los alumnos de secundaria alcanza un nivel satisfactorio en matemáticas.",318000
657,2025-05-29,La Silla Rota (sitio),UNAM y Poli: estas son las carreras que no deberías elegir; tienes menos posibilidades de quedarte,"La elección de una carrera universitaria es, para miles de jóvenes, una de las decisiones más importantes de su vida. No solo define el rumbo profesional, sino también influye en el desarrollo personal, económico y social de quien la elige.",383000
658,2025-05-29,Canal 20 TV TAMP (sitio),"Invita la UAT a estudiar la carrera de seguridad, salud y medio ambiente","« · El programa que imparte la UAM Matamoros forma profesionales expertos en la prevención de riesgos, la seguridad e higiene laboral y la normativa ambiental, para desempeñarse en los sectores industrial, empresarial y de servicios, además de organismos públicos e instituciones de salud y educación. «",742
659,2025-05-29,Reforma.com (sitio),Talarán mil 22 árboles en Cerro de la Estrella,"De 70 mil árboles que se encuentran en el Cerro de la Estrella, mil 22 serán retirados debido a que están muertos en pie y representan un riesgo ante la posibilidad de que caigan sobre visitantes y corredores.",8200000
663,2025-05-29,Voz Populí ES (Sitio),Esta es la nota de corte para estudiar Enfermería en Madrid,"En un contexto donde la escasez de personal sanitario en Europa es una preocupación creciente, la carrera de Enfermería se posiciona como una de las más demandadas y con mejor inserción laboral en España. Según la OCDE, faltan aproximadamente 1,2 millones de médicos, enfermeros y matronas en la región europea, lo que ha llevado a una creciente necesidad de profesionales en el sector sanitario.",188000
664,2025-05-29,TV. Azteca MX (sitio),Pase UAM 2025: Conoce la lista de las carreras con más lugares para los estudiantes,Descubre cuáles son las carreras de la UAM con más lugares para el Pase Directo 2025. Y conoce las fechas claves de este acceso a la educación superior.,55000
665,2025-05-28,UAM CDMX (Sitio),Las universidades deben consolidarse como espacios de esperanza y transformación social,Número 310,4000
666,2025-05-28,Ibero 90.9 (Sitio),"Universidades, Agentes de Esperanza y Cambio, Coinciden IBERO, UP y UAM",Autoridades de las tres universidades coinciden en que las instituciones deben asumir un rol protagónico ante los desafíos globales,15000
667,2025-05-28,DEPOR Medio Tiempo,¡Atención! Estas dos carreras NO entrarán en el Pase UAM 2025; conoce cuáles puedes elegir,"A pesar de que pueden elegir 57 licenciaturas, los estudiantes de COLBACH que apliquen el Pase UAM 2025 no podrán elegir estas dos carreras por esta razón.",402000
668,2025-05-28,Monitoreo Especial 8,"La UAM inauguró la especialización en Medios Públicos, Creatividad e Innovación en Cuajimalpa y Xochimilco.","La Universidad Autónoma Metropolitana (UAM) ha inaugurado la especialización en Medios Públicos, Creatividad e Innovación, un posgrado que se impartirá en las unidades Cuajimalpa y Xochimilco. 
 
 La Secretaria General del Awam, Norma Rondero López, destacó que este programa, con una duración de tres trimestres, está diseñado para formar profesionales capaces de generar contenidos con responsabilidad social y compromiso democrático. 
 
 Rondero López subrayó la importancia de fortalecer los medios públicos a través de propuestas innovadoras y socialmente relevantes, en un momento crucial para la Comunicación en el país.",25000
669,2025-05-28,Quadratín México (sitio),Pueblo distinguirá quienes buscan transformar al PJ: Ana María Ibarra,"CIUDAD DE MÉXICO, 28 de mayo de 2025.- En la recta final de su campaña, la candidata a Ministra de la Suprema Corte de Justicia de la Nación (SCJN) Ana María Ibarra Olguín convocó a las y los estudiantes de la Universidad Autónoma Metropolitana (UAM), Unidad Cuajimalpa, a participar activamente en la elección del próximo 1 de junio.",141000
670,2025-05-28,COMECSO (Sitio),"Estado, política y reciprocidad","Universidad Nacional Autónoma de México, Centro Peninsular en Humanidades y Ciencias Sociales",4000
671,2025-05-28,Milenio (sitio),"Director de CCH Naucalpan renuncia a su cargo ""por motivos personales""","El lunes 26 de mayo, el director del Colegio de Ciencias y Humanidades (CCH) plantel Naucalpan, Keshava Rolando Quintanar Cano, presentó su renuncia al cargo por motivos personales.",199654
672,2025-05-28,Quadratín SLP (Sitio),Por concluir construcción de nueva Unidad Administrativa en Soledad,"SAN LUIS POTOSÍ, SLP., 28 de mayo de 2025.-De acuerdo con el alcalde de Soledad de Graciano Sánchez, Juan Manuel Navarro Muñiz, la construcción de la nueva Unidad Administrativa Municipal (UAM) registra un progreso del 90 por ciento.",25400
673,2025-05-28,Gaceta UNAM CDMX (sitio),Histórica Jornada de Debate Estudiantil Interuniversitario,"Se celebró la Jornada de Debate Estudiantil Interuniversitario para reflexionar entre jóvenes de cuatro universidades públicas de la Ciudad de México: la Universidad Autónoma Metropolitana, campus Xochimilco, la Universidad Autónoma de la Ciudad de México (UACM), la Universidad Nacional Rosario Castellanos y la Universidad Nacional Autónoma de México (UNAM), sobre la elección de jueces y magistrados del Poder Judicial de la Federación.",3070
674,2025-05-28,Chilango (sitio),¿Qué árboles se dan en la CDMX? Descúbrelo en estos recorridos,"La CDMX está llena de árboles de todas formas y tamaños, pero ¿sabes cuáles son y cómo reconocerlos? Una forma diferente y divertida de conocerlos es con los recorridos guiados que organiza Francisco Arjona, ingeniero ambiental egresado de la UAM Azcapotzalco.",114000
675,2025-05-28,JLA Noticias CDMX (Sitio),¿Qué árboles se dan en la CDMX? Descúbrelo en estos recorridos,"La CDMX está llena de árboles de todas formas y tamaños, pero ¿sabes cuáles son y cómo reconocerlos? Una forma diferente y divertida de conocerlos es con los recorridos guiados que organiza Francisco Arjona, ingeniero ambiental egresado de la UAM Azcapotzalco.",18200
676,2025-05-28,Periódico Contacto TAMP (Sitio),"Invita la UAT a estudiar la carrera de seguridad, salud y medio ambiente","El programa que imparte la UAM Matamoros forma profesionales expertos en la prevención de riesgos, la seguridad e higiene laboral y la normativa ambiental, para desempeñarse en los sectores industrial, empresarial y de servicios, además de organismos públicos e instituciones de salud y educación.",40
677,2025-05-28,Periódico Contacto TAMP (Sitio),A MI MANERA,Por Tello Montes,40
678,2025-05-28,Expreso on line TAMPS (sitio),"Invita la UAT a estudiar la carrera de seguridad, salud y medio ambiente","CIUDAD VICTORIA, TAMAULIPAS.- El programa que imparte la UAM Matamoros forma profesionales expertos en la prevención de riesgos, la seguridad e higiene laboral y la normativa ambiental, para desempeñarse en los sectores industrial, empresarial y de servicios, además de organismos públicos e instituciones de salud y educación.",334590
686,2025-05-28,Diario Basta (Sitio),Cuesta 1.8 mdp mantener al Estadio Puma,"Aunque la venta de boletos de equipos de la Liga MX debe destinarse a algunas acciones, el mantenimiento lo destina la UNAM con dinero del presupuesto asignado anual",70200
687,2025-05-28,El Gráfico (Sitio),MetroCDMX: ¿Hay retrasos HOY miércoles 28 de mayo?,"Desde las primeras horas en que el Metro CDMX inició operaciones, usuarios han reportado retrasos de hasta 15 minutos en algunas estaciones.",291000
688,2025-05-28,Desinformemonos.org CDMX (sitio),Que veinte años no es nada...,"Hace 20 años supe por primera vez lo que era la desaparición forzada y el asesinato de una persona que denuncia la injusticia. El papá de mi amiga Adriana, con la que compartía el taller literario ""Tablero"" en una biblioteca pública en Colima, fue desaparecido tras salir de la casa de mi padre en donde presentó, frente a colegas y amigos, un libro que denunciaba la extracción minera ilegal en Colima. Poco tiempo después se confirmó el hallazgo de su cuerpo. Quiero dar fe de que a mis casi veinte años de edad me enteré de que a un hombre que tuvo la valentía de denunciar una empresa de muerte se le arrancó la vida en total impunidad, me enteré de que eso era posible en el mundo que me rodeaba.",34100
690,2025-05-28,El Norte NL (sitio),Universidades mexicanas se unen a favor de la sostenibilidad,Veintiún universidades públicas y privadas en territorio nacional reafirmaron su compromiso a favor de la sostenibilidad y movilizar la acción climática en el País tras firmar una declaratoria nacional durante la Cumbre de Rectoras y Rectores de Universidades Mexicanas por la Acción Climática 2025.,7600000
691,2025-05-28,Hoja de Ruta (Sitio),"Importante fortalecer vinculación entre Sistema Nacional de Ciencia, Humanidades, Tecnología e Innovación y de Educación Superior: Secihti en Conaces","Secretaria Rosaura Ruiz participó en Conaces, órgano colegiado de deliberación y consenso que tiene como objetivo acordar acciones que impulsen la educación superior en México
 Ante autoridades educativas del país, la titular de Secihti señaló la importancia de convocar a este Consejo también a instancias responsables de ciencia y tecnología de las entidades federativas
 Educación de posgrado tiene retos en el tamaño de matrícula y distribución en áreas del conocimiento
 Anunció que, en conjunto con la SEP, se ha iniciado un proceso de revisión del actual Sistema Nacional de Posgrados; se harán seis foros regionales para su discusión",67000
692,2025-05-28,CNT Tamaulipas TAMP(Sitio),Elección: Tómbola judicial,-AVA y SEMAR refuerzan la paz y aceleran el Puerto del Norte en Matamoros.,35600
693,2025-05-28,Posta CDMX (Sitio),Metro CDMX: estas son las líneas con más afectaciones este 28 de mayo,"El Metro CDMX es la columna vertebral de la movilidad para los capitalinos, por eso es normal que cuando presente fallas o retrasos en el servicio, como suele ocurrir durante la temporada de lluvias, sea un grave problema para los millones de usuarios que diariamente lo utilizan.",216600
695,2025-05-28,EdoMex 101.3 Ultra,Análisis de la situación en la UAEMEX (Parte 2).,"En mesa de análisis Claudia Hidalgo, periodista, Gerardo Carmona, jefe de información de La Jornada y de Epígrafe y Francisco Ledezma, colaborador de Plana Mayor y Paul Valdez, investigador, hablaron de la situación en la UAEMEX. 
 
 En la Universidad Autónoma el paro estudiantil persiste, evidenciando la falta de avances en las negociaciones. 
 
 El encargado del despacho, quien se presentará en la sesión del Consejo Universitario del 30 de mayo, enfrenta críticas por no establecer acuerdos claros con los estudiantes. 
 
 Mientras tanto, asambleas de personal administrativo y docente emergen, demandando atención a sus necesidades. 
 
 La falta de voluntad política y la ausencia de propuestas concretas por parte de la rectoría agravan la situación. 
 
 Se sugiere la necesidad de una reforma progresiva en la universidad para abordar las demandas estudiantiles, evitando así un posible estancamiento o anarquía. 
 
 La falta de transparencia y comunicación efectiva entre la rectoría y la comunidad universitaria se destaca como un obstáculo para la resolución del conflicto.",70000
696,2025-05-28,La Silla Rota (sitio),UNAM y Poli: estas son las carreras que sí deben elegir las mujeres; tienen más beneficios,"En el panorama educativo de México, dos instituciones se han consolidado como referentes: la Universidad Nacional Autónoma de México (UNAM) y el Instituto Politécnico Nacional (IPN). Ambas casas de estudio representan motores de desarrollo científico, tecnológico y cultural del país.",383000
697,2025-05-28,Hoja de Ruta (Sitio),"Importante fortalecer vinculación entre Sistema Nacional de Ciencia, Humanidades, Tecnología e Innovación y de Educación Superior: Secihti en Conaces","En el marco de la decimoquinta sesión ordinaria del Consejo Nacional para la Coordinación de la Educación Superior (Conaces) órgano colegiado coordinado por la Secretaría de Educación Pública (SEP), realizada en la sede de la Asociación Nacional de Universidades e Instituciones de Educación Superior (ANUIES), la secretaria de Ciencia, Humanidades, Tecnología e Innovación (Secihti), Rosaura Ruiz Gutiérrez, planteó la fundamental vinculación entre la ciencia, la tecnología y la educación superior.",67000
700,2025-05-28,Info Radio 23 TV TAMPS (sitio),Halcones UAMVH-UAT van a Nacional de Softbol de Educación,PACO GALINDO/ www.inforadio-test.com/,4000
702,2025-05-28,EDT Estado del Tiempo MX (sitio),RTP moviliza a más de 240 mil estudiantes con Sendero Seguro en 2025,"Ciudad de México.- Durante los primeros cuatro meses de 2025, la Red de Transporte de Pasajeros (RTP) de la Ciudad de México ha logrado trasladar de manera segura, económica y eficiente a 242,242 estudiantes de nivel medio superior y superior a través del programa Sendero Seguro. Esta iniciativa tiene como objetivo proporcionar una alternativa de transporte que resguarde la integridad de miles de jóvenes, especialmente durante horarios extraordinarios y trayectos estratégicos.",10100
703,2025-05-28,Julio Astillero (sitio),Gobierno de Sheinbaum no ha encontrado alternativas al actual modelo de pensiones: investigador (por Isaac Rosales de Astillero Informa),"El expresidente López Obrador tampoco se deshizo de la ""herencia neoliberal"" en materia de pensiones.",9600
704,2025-05-27,La Silla Rota (sitio),UNAM y Poli: estas son las carreras que sí deben elegir las mujeres; tienen más beneficios,"En el panorama educativo de México, dos instituciones se han consolidado como referentes: la Universidad Nacional Autónoma de México (UNAM) y el Instituto Politécnico Nacional (IPN). Ambas casas de estudio representan motores de desarrollo científico, tecnológico y cultural del país.",383000
705,2025-05-27,Alcanzando El Conocimiento CDMX (Sitio),"Importante fortalecer vinculación entre Sistema Nacional de Ciencia, Humanidades, Tecnología e Innovación y de Educación Superior: Secihti en Conaces","En el marco de la decimoquinta sesión ordinaria del Consejo Nacional para la Coordinación de la Educación Superior (Conaces) órgano colegiado coordinado por la Secretaría de Educación Pública (SEP), realizada en la sede de la Asociación Nacional de Universidades e Instituciones de Educación Superior (ANUIES), la secretaria de Ciencia, Humanidades, Tecnología e Innovación (Secihti), Rosaura Ruiz Gutiérrez, planteó la fundamental vinculación entre la ciencia, la tecnología y la educación superior.",4000
706,2025-05-27,UAM CDMX (Sitio),Rinden homenaje a María Ana Portal por su legado a la Antropología Social,Número 306,4000
